time,flux,flux_noisy
0,1.0,0.99996683826187
86400,1.0,0.9998071755462545
172800,1.0,1.0000756701299167
259200,1.0,1.000166585878804
345600,1.0,1.000072846269295
432000,1.0,1.000043536000909
518400,1.0,0.9999982570080048
604800,1.0,0.9999587169847869
691200,1.0,0.9999719279790955
777600,1.0,1.0000253247926234
864000,1.0,0.99979793699679
950400,1.0,0.9998343755249701
1036800,1.0,0.9999615026588953
1123200,1.0,0.9998554168986203
1209600,1.0,1.0000138864667207
1296000,1.0,0.999955849899934
1382400,1.0,1.000015908267731
1468800,1.0,0.9999389841328225
1555200,1.0,1.0000667656251672
1641600,1.0,0.9999710480654836
1728000,1.0,1.0000289909864266
1814400,1.0,0.9998960713842299
1900800,1.0,1.000189782005004
1987200,1.0,1.0001947748976885
2073600,1.0,0.999902749907228
2160000,1.0,1.0000932075039146
2246400,1.0,0.9999872144246124
2332800,1.0,1.0001342734578287
2419200,1.0,0.9998956141910839
2505600,1.0,0.9998882607537722
2592000,1.0,1.0001138046661697
2678400,1.0,0.9998919677183881
2764800,1.0,0.9999255022250529
2851200,1.0,1.0001410173148786
2937600,1.0,0.9998183962850553
3024000,1.0,1.00004871681316
3110400,1.0,0.9998386908491074
3196800,1.0,0.9999762274825178
3283200,1.0,0.9998524608803564
3369600,1.0,0.9998896914843654
3456000,1.0,1.000047359540873
3542400,1.0,1.0001295934502414
3628800,1.0,1.0001153140770593
3715200,1.0,0.9999252586950891
3801600,1.0,0.9998514928218403
3888000,1.0,1.0000772960798685
3974400,1.0,1.0001373681329124
4060800,1.0,1.0000185618096338
4147200,1.0,1.000031871189689
4233600,1.0,0.9998796838335431
4320000,1.0,0.9999719439365882
4406400,1.0,0.9999454893433047
4492800,1.0,0.9999945783293414
4579200,1.0,1.000069726974991
4665600,1.0,0.9999487363089947
4752000,1.0,0.9998858876450273
4838400,1.0,1.000050930424324
4924800,1.0,1.0000621645163126
5011200,1.0,1.000098093813792
5097600,1.0,0.99997197952159
5184000,1.0,0.9999018225294196
5270400,1.0,1.0000516360633456
5356800,1.0,1.0001078416218692
5443200,1.0,0.9998866464496222
5529600,1.0,1.0002978604661468
5616000,1.0,0.9999908936672733
5702400,1.0,1.0000231174502265
5788800,1.0,1.0000387579726486
5875200,1.0,1.0001076478867026
5961600,1.0,1.0001333997902495
6048000,1.0,0.9998952273927958
6134400,1.0,1.0000432065340208
6220800,1.0,0.9999976949019616
6307200,1.0,0.9999984312447852
6393600,1.0,0.9998602558397559
6480000,1.0,0.9999376394415884
6566400,1.0,1.000013855328766
6652800,1.0,1.000180946759279
6739200,1.0,0.9998558230889782
6825600,1.0,0.9998987506414011
6912000,1.0,0.9999647670023388
6998400,1.0,1.000084897019854
7084800,1.0,1.0000133423473911
7171200,1.0,1.000045675730963
7257600,1.0,1.0000113304691733
7344000,1.0,0.9999145307519822
7430400,1.0,0.9996957078092251
7516800,1.0,0.9999470885773424
7603200,1.0,1.0001560988970715
7689600,1.0,0.9999643258472876
7776000,1.0,0.999981191208061
7862400,1.0,0.9996808538690282
7948800,1.0,1.0001173337319638
8035200,1.0,0.9999278854956268
8121600,1.0,1.0000074153872833
8208000,1.0,1.000005697630045
8294400,1.0,0.9998761656244874
8380800,1.0,0.9997944051575751
8467200,1.0,0.9999532024903222
8553600,1.0,1.0000079960910047
8640000,1.0,1.0000693771461309
8726400,1.0,1.0000343542689911
8812800,1.0,0.9999388034615845
8899200,1.0,1.000049754161561
8985600,1.0,1.0000322388724032
9072000,1.0,1.0000437613140263
9158400,1.0,1.0001846867642215
9244800,1.0,1.0001544230213646
9331200,1.0,0.9999829699763038
9417600,1.0,1.0000955937067697
9504000,1.0,1.0000512436550006
9590400,1.0,1.0000812362038434
9676800,1.0,1.0000200758224032
9763200,1.0,1.000109247209242
9849600,1.0,1.0000701156191507
9936000,1.0,0.9997373450000966
10022400,1.0,1.000115570064011
10108800,1.0,0.9999715707228842
10195200,1.0,0.9999424061607257
10281600,1.0,0.9999422228911484
10368000,1.0,1.0000463392407695
10454400,1.0,0.9999239432680206
10540800,1.0,1.0000329709395406
10627200,1.0,1.0000445968762264
10713600,1.0,1.00001279776079
10800000,1.0,1.0001876222926454
10886400,1.0,0.9998686608714952
10972800,1.0,1.0000154408714739
11059200,1.0,1.0001255399519673
11145600,1.0,1.0001961500349497
11232000,1.0,0.9999065780615893
11318400,1.0,1.0000146266644454
11404800,1.0,1.0000089861685142
11491200,1.0,0.9998420825194967
11577600,1.0,1.0000006917347428
11664000,1.0,0.9999261675457446
11750400,1.0,1.000124270640595
11836800,1.0,0.9999758274780626
11923200,1.0,1.0001729058598388
12009600,1.0,1.0000808275045003
12096000,1.0,0.9998212379489719
12182400,1.0,0.9998789716395992
12268800,1.0,1.0000452009862195
12355200,1.0,0.9999629946880404
12441600,1.0,0.9999948029225515
12528000,1.0,0.9999974248611317
12614400,1.0,0.9999834577453729
12700800,1.0,0.9999009017565107
12787200,1.0,1.0000504692805572
12873600,1.0,1.0000531249584348
12960000,1.0,1.0000409748209245
13046400,1.0,1.000086226193303
13132800,1.0,1.0000599475970489
13219200,1.0,1.0000331042630293
13305600,1.0,1.0000796623038417
13392000,1.0,1.000057444609308
13478400,1.0,0.9999703062682753
13564800,1.0,0.9999240430773965
13651200,1.0,1.0000100343011407
13737600,1.0,0.9996578609679427
13824000,1.0,1.0000102605265855
13910400,1.0,0.9999845729405695
13996800,1.0,0.9999991074367609
14083200,1.0,0.9999484433249434
14169600,1.0,0.9997376317263961
14256000,1.0,1.000107810259568
14342400,1.0,1.00010240602502
14428800,1.0,1.000049440913114
14515200,1.0,0.9998649926335129
14601600,1.0,1.0000896013717935
14688000,1.0,0.9999655878225591
14774400,1.0,1.0001538033068498
14860800,1.0,0.9999900840021765
14947200,1.0,1.0000762672996046
15033600,1.0,1.0000541528095026
15120000,1.0,0.9999325348380514
15206400,1.0,1.0000535505138681
15292800,1.0,1.0001017050427372
15379200,1.0,1.0001280389625817
15465600,1.0,1.00012052901452
15552000,1.0,1.0002638267795005
15638400,1.0,1.000085575401413
15724800,1.0,1.0001228432752343
15811200,1.0,1.0001220013491823
15897600,1.0,1.0000672049808539
15984000,1.0,1.000057657647708
16070400,1.0,0.9999754376090277
16156800,1.0,1.0001518583311464
16243200,1.0,0.9998658622469373
